country,year,sex,age,suicides_no,population,suicidesPer100k,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Cyprus,2013,female,75+ years,0.00,28320,0.00,Cyprus2013,0.85,"24,084,572,491",29624,Silent
Cyprus,2013,male,5-14 years,0.00,46914,0.00,Cyprus2013,0.85,"24,084,572,491",29624,Generation Z
Cyprus,2014,male,35-54 years,13.00,107823,12.06,Cyprus2014,0.85,"23,359,294,149",29024,Generation X
Cyprus,2014,male,25-34 years,8.00,68555,11.67,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
Cyprus,2014,male,55-74 years,7.00,82766,8.46,Cyprus2014,0.85,"23,359,294,149",29024,Boomers
Cyprus,2014,female,55-74 years,5.00,87152,5.74,Cyprus2014,0.85,"23,359,294,149",29024,Boomers
Cyprus,2014,female,25-34 years,4.00,72330,5.53,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
Cyprus,2014,female,15-24 years,3.00,59114,5.07,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
Cyprus,2014,male,75+ years,1.00,22372,4.47,Cyprus2014,0.85,"23,359,294,149",29024,Silent
Cyprus,2014,male,15-24 years,2.00,60975,3.28,Cyprus2014,0.85,"23,359,294,149",29024,Millenials
Cyprus,2014,female,35-54 years,1.00,122485,0.82,Cyprus2014,0.85,"23,359,294,149",29024,Generation X
Cyprus,2014,female,5-14 years,0.00,44760,0.00,Cyprus2014,0.85,"23,359,294,149",29024,Generation Z
Cyprus,2014,female,75+ years,0.00,29382,0.00,Cyprus2014,0.85,"23,359,294,149",29024,Silent
Cyprus,2014,male,5-14 years,0.00,47104,0.00,Cyprus2014,0.85,"23,359,294,149",29024,Generation Z
Cyprus,2015,male,55-74 years,9.00,83627,10.76,Cyprus2015,,"19,676,167,240",24718,Boomers
Cyprus,2015,male,25-34 years,7.00,67482,10.37,Cyprus2015,,"19,676,167,240",24718,Millenials
Cyprus,2015,male,35-54 years,10.00,106371,9.40,Cyprus2015,,"19,676,167,240",24718,Generation X
Cyprus,2015,male,15-24 years,5.00,58308,8.58,Cyprus2015,,"19,676,167,240",24718,Millenials
Cyprus,2015,female,55-74 years,3.00,87902,3.41,Cyprus2015,,"19,676,167,240",24718,Boomers
Cyprus,2015,female,25-34 years,2.00,70765,2.83,Cyprus2015,,"19,676,167,240",24718,Millenials
Cyprus,2015,female,35-54 years,3.00,118975,2.52,Cyprus2015,,"19,676,167,240",24718,Generation X
Cyprus,2015,female,15-24 years,1.00,58123,1.72,Cyprus2015,,"19,676,167,240",24718,Millenials
Cyprus,2015,female,5-14 years,0.00,44693,0.00,Cyprus2015,,"19,676,167,240",24718,Generation Z
Cyprus,2015,female,75+ years,0.00,29924,0.00,Cyprus2015,,"19,676,167,240",24718,Silent
Cyprus,2015,male,5-14 years,0.00,46906,0.00,Cyprus2015,,"19,676,167,240",24718,Generation Z
Cyprus,2015,male,75+ years,0.00,22961,0.00,Cyprus2015,,"19,676,167,240",24718,Silent
Cyprus,2016,male,35-54 years,15.00,106925,14.03,Cyprus2016,,"20,153,871,681",25098,Generation X
Cyprus,2016,male,15-24 years,5.00,58051,8.61,Cyprus2016,,"20,153,871,681",25098,Millenials
Cyprus,2016,male,75+ years,2.00,24004,8.33,Cyprus2016,,"20,153,871,681",25098,Silent
Cyprus,2016,male,55-74 years,7.00,85486,8.19,Cyprus2016,,"20,153,871,681",25098,Boomers
Cyprus,2016,male,25-34 years,2.00,68167,2.93,Cyprus2016,,"20,153,871,681",25098,Millenials
Cyprus,2016,female,35-54 years,3.00,117819,2.55,Cyprus2016,,"20,153,871,681",25098,Generation X
Cyprus,2016,female,25-34 years,1.00,71307,1.40,Cyprus2016,,"20,153,871,681",25098,Millenials
Cyprus,2016,female,55-74 years,1.00,90294,1.11,Cyprus2016,,"20,153,871,681",25098,Boomers
Cyprus,2016,female,15-24 years,0.00,58057,0.00,Cyprus2016,,"20,153,871,681",25098,Millenials
Cyprus,2016,female,75+ years,0.00,31234,0.00,Cyprus2016,,"20,153,871,681",25098,Silent
Czech Republic,1990,male,75+ years,198.00,179200,110.49,Czech Republic1990,0.761,"40,477,403,220",4168,G.I. Generation
Czech Republic,1990,male,55-74 years,385.00,800800,48.08,Czech Republic1990,0.761,"40,477,403,220",4168,G.I. Generation
Czech Republic,1990,male,35-54 years,571.00,1421800,40.16,Czech Republic1990,0.761,"40,477,403,220",4168,Silent
Czech Republic,1990,female,75+ years,129.00,364700,35.37,Czech Republic1990,0.761,"40,477,403,220",4168,G.I. Generation
Czech Republic,1990,male,25-34 years,176.00,713900,24.65,Czech Republic1990,0.761,"40,477,403,220",4168,Boomers
Czech Republic,1990,female,55-74 years,196.00,1017200,19.27,Czech Republic1990,0.761,"40,477,403,220",4168,G.I. Generation
Czech Republic,1990,male,15-24 years,99.00,783000,12.64,Czech Republic1990,0.761,"40,477,403,220",4168,Generation X
Czech Republic,1990,female,35-54 years,150.00,1426600,10.51,Czech Republic1990,0.761,"40,477,403,220",4168,Silent
Czech Republic,1990,female,25-34 years,53.00,684200,7.75,Czech Republic1990,0.761,"40,477,403,220",4168,Boomers
Czech Republic,1990,female,15-24 years,34.00,747900,4.55,Czech Republic1990,0.761,"40,477,403,220",4168,Generation X
Czech Republic,1990,male,5-14 years,5.00,804100,0.62,Czech Republic1990,0.761,"40,477,403,220",4168,Generation X
Czech Republic,1990,female,5-14 years,1.00,767500,0.13,Czech Republic1990,0.761,"40,477,403,220",4168,Generation X
Czech Republic,1991,male,75+ years,168.00,171200,98.13,Czech Republic1991,,"29,675,502,270",3070,G.I. Generation
Czech Republic,1991,male,55-74 years,365.00,805100,45.34,Czech Republic1991,,"29,675,502,270",3070,Silent
Czech Republic,1991,male,35-54 years,554.00,1432400,38.68,Czech Republic1991,,"29,675,502,270",3070,Boomers
Czech Republic,1991,female,75+ years,104.00,352900,29.47,Czech Republic1991,,"29,675,502,270",3070,G.I. Generation
Czech Republic,1991,male,25-34 years,176.00,693100,25.39,Czech Republic1991,,"29,675,502,270",3070,Boomers
Czech Republic,1991,female,55-74 years,171.00,1024900,16.68,Czech Republic1991,,"29,675,502,270",3070,Silent
Czech Republic,1991,male,15-24 years,116.00,802000,14.46,Czech Republic1991,,"29,675,502,270",3070,Generation X
Czech Republic,1991,female,35-54 years,157.00,1443700,10.87,Czech Republic1991,,"29,675,502,270",3070,Boomers
Czech Republic,1991,female,25-34 years,45.00,668900,6.73,Czech Republic1991,,"29,675,502,270",3070,Boomers
Czech Republic,1991,female,15-24 years,33.00,766400,4.31,Czech Republic1991,,"29,675,502,270",3070,Generation X
Czech Republic,1991,male,5-14 years,14.00,771400,1.81,Czech Republic1991,,"29,675,502,270",3070,Millenials
Czech Republic,1991,female,5-14 years,1.00,735500,0.14,Czech Republic1991,,"29,675,502,270",3070,Millenials
Czech Republic,1992,male,75+ years,165.00,161400,102.23,Czech Republic1992,,"34,590,052,812",3573,G.I. Generation
Czech Republic,1992,male,55-74 years,394.00,811100,48.58,Czech Republic1992,,"34,590,052,812",3573,Silent
Czech Republic,1992,male,35-54 years,623.00,1454300,42.84,Czech Republic1992,,"34,590,052,812",3573,Boomers
Czech Republic,1992,female,75+ years,104.00,337800,30.79,Czech Republic1992,,"34,590,052,812",3573,G.I. Generation
Czech Republic,1992,male,25-34 years,172.00,685500,25.09,Czech Republic1992,,"34,590,052,812",3573,Boomers
Czech Republic,1992,female,55-74 years,164.00,1035800,15.83,Czech Republic1992,,"34,590,052,812",3573,Silent
Czech Republic,1992,male,15-24 years,122.00,825400,14.78,Czech Republic1992,,"34,590,052,812",3573,Generation X
Czech Republic,1992,female,35-54 years,164.00,1465300,11.19,Czech Republic1992,,"34,590,052,812",3573,Boomers
Czech Republic,1992,female,25-34 years,52.00,660200,7.88,Czech Republic1992,,"34,590,052,812",3573,Boomers
Czech Republic,1992,female,15-24 years,22.00,789000,2.79,Czech Republic1992,,"34,590,052,812",3573,Generation X
Czech Republic,1992,male,5-14 years,9.00,745800,1.21,Czech Republic1992,,"34,590,052,812",3573,Millenials
Czech Republic,1992,female,5-14 years,0.00,710300,0.00,Czech Republic1992,,"34,590,052,812",3573,Millenials
Czech Republic,1993,male,75+ years,155.00,152300,101.77,Czech Republic1993,,"40,614,350,197",4186,G.I. Generation
Czech Republic,1993,male,55-74 years,355.00,819300,43.33,Czech Republic1993,,"40,614,350,197",4186,Silent
Czech Republic,1993,male,35-54 years,592.00,1472000,40.22,Czech Republic1993,,"40,614,350,197",4186,Boomers
Czech Republic,1993,female,75+ years,110.00,322400,34.12,Czech Republic1993,,"40,614,350,197",4186,G.I. Generation
Czech Republic,1993,male,25-34 years,159.00,682100,23.31,Czech Republic1993,,"40,614,350,197",4186,Boomers
Czech Republic,1993,male,15-24 years,139.00,847600,16.40,Czech Republic1993,,"40,614,350,197",4186,Generation X
Czech Republic,1993,female,55-74 years,155.00,1049400,14.77,Czech Republic1993,,"40,614,350,197",4186,Silent
Czech Republic,1993,female,35-54 years,159.00,1482300,10.73,Czech Republic1993,,"40,614,350,197",4186,Boomers
Czech Republic,1993,female,25-34 years,46.00,655900,7.01,Czech Republic1993,,"40,614,350,197",4186,Boomers
Czech Republic,1993,female,15-24 years,35.00,810500,4.32,Czech Republic1993,,"40,614,350,197",4186,Generation X
Czech Republic,1993,male,5-14 years,12.00,722000,1.66,Czech Republic1993,,"40,614,350,197",4186,Millenials
Czech Republic,1993,female,5-14 years,0.00,687600,0.00,Czech Republic1993,,"40,614,350,197",4186,Millenials
Czech Republic,1994,male,75+ years,150.00,148000,101.35,Czech Republic1994,,"47,554,674,591",4891,G.I. Generation
Czech Republic,1994,male,55-74 years,333.00,825100,40.36,Czech Republic1994,,"47,554,674,591",4891,Silent
Czech Republic,1994,male,35-54 years,522.00,1482500,35.21,Czech Republic1994,,"47,554,674,591",4891,Boomers
Czech Republic,1994,female,75+ years,104.00,314000,33.12,Czech Republic1994,,"47,554,674,591",4891,G.I. Generation
Czech Republic,1994,male,25-34 years,177.00,686000,25.80,Czech Republic1994,,"47,554,674,591",4891,Boomers
Czech Republic,1994,male,15-24 years,148.00,865700,17.10,Czech Republic1994,,"47,554,674,591",4891,Generation X
Czech Republic,1994,female,55-74 years,176.00,1057000,16.65,Czech Republic1994,,"47,554,674,591",4891,Silent
Czech Republic,1994,female,35-54 years,177.00,1491800,11.86,Czech Republic1994,,"47,554,674,591",4891,Boomers
Czech Republic,1994,female,25-34 years,41.00,658900,6.22,Czech Republic1994,,"47,554,674,591",4891,Boomers
Czech Republic,1994,female,15-24 years,31.00,828100,3.74,Czech Republic1994,,"47,554,674,591",4891,Generation X
Czech Republic,1994,male,5-14 years,11.00,699800,1.57,Czech Republic1994,,"47,554,674,591",4891,Millenials
Czech Republic,1994,female,5-14 years,2.00,666800,0.30,Czech Republic1994,,"47,554,674,591",4891,Millenials
Czech Republic,1995,male,75+ years,132.00,150800,87.53,Czech Republic1995,0.785,"59,775,697,061",6134,G.I. Generation
Czech Republic,1995,male,35-54 years,524.00,1486300,35.26,Czech Republic1995,0.785,"59,775,697,061",6134,Boomers
Czech Republic,1995,male,55-74 years,280.00,828300,33.80,Czech Republic1995,0.785,"59,775,697,061",6134,Silent
Czech Republic,1995,female,75+ years,97.00,317400,30.56,Czech Republic1995,0.785,"59,775,697,061",6134,G.I. Generation
Czech Republic,1995,male,25-34 years,180.00,695700,25.87,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
Czech Republic,1995,male,15-24 years,161.00,874900,18.40,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
Czech Republic,1995,female,55-74 years,150.00,1056900,14.19,Czech Republic1995,0.785,"59,775,697,061",6134,Silent
Czech Republic,1995,female,35-54 years,138.00,1494200,9.24,Czech Republic1995,0.785,"59,775,697,061",6134,Boomers
Czech Republic,1995,female,15-24 years,35.00,837000,4.18,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
Czech Republic,1995,female,25-34 years,25.00,668100,3.74,Czech Republic1995,0.785,"59,775,697,061",6134,Generation X
Czech Republic,1995,male,5-14 years,7.00,683100,1.02,Czech Republic1995,0.785,"59,775,697,061",6134,Millenials
Czech Republic,1995,female,5-14 years,4.00,651600,0.61,Czech Republic1995,0.785,"59,775,697,061",6134,Millenials
Czech Republic,1996,male,75+ years,140.00,157200,89.06,Czech Republic1996,,"66,985,765,439",6861,G.I. Generation
Czech Republic,1996,male,35-54 years,488.00,1487000,32.82,Czech Republic1996,,"66,985,765,439",6861,Boomers
Czech Republic,1996,male,55-74 years,266.00,831800,31.98,Czech Republic1996,,"66,985,765,439",6861,Silent
Czech Republic,1996,female,75+ years,77.00,327500,23.51,Czech Republic1996,,"66,985,765,439",6861,G.I. Generation
Czech Republic,1996,male,25-34 years,162.00,708200,22.87,Czech Republic1996,,"66,985,765,439",6861,Generation X
Czech Republic,1996,male,15-24 years,142.00,873600,16.25,Czech Republic1996,,"66,985,765,439",6861,Generation X
Czech Republic,1996,female,55-74 years,117.00,1054200,11.10,Czech Republic1996,,"66,985,765,439",6861,Silent
Czech Republic,1996,female,35-54 years,117.00,1493000,7.84,Czech Republic1996,,"66,985,765,439",6861,Boomers
Czech Republic,1996,female,25-34 years,26.00,679400,3.83,Czech Republic1996,,"66,985,765,439",6861,Generation X
Czech Republic,1996,female,15-24 years,24.00,835700,2.87,Czech Republic1996,,"66,985,765,439",6861,Generation X
Czech Republic,1996,male,5-14 years,8.00,673700,1.19,Czech Republic1996,,"66,985,765,439",6861,Millenials
Czech Republic,1996,female,5-14 years,1.00,642600,0.16,Czech Republic1996,,"66,985,765,439",6861,Millenials
Czech Republic,1997,male,75+ years,122.00,165300,73.81,Czech Republic1997,,"61,792,161,168",6314,G.I. Generation
Czech Republic,1997,male,55-74 years,333.00,836100,39.83,Czech Republic1997,,"61,792,161,168",6314,Silent
Czech Republic,1997,male,35-54 years,550.00,1487400,36.98,Czech Republic1997,,"61,792,161,168",6314,Boomers
Czech Republic,1997,male,25-34 years,165.00,724200,22.78,Czech Republic1997,,"61,792,161,168",6314,Generation X
Czech Republic,1997,female,75+ years,61.00,340800,17.90,Czech Republic1997,,"61,792,161,168",6314,G.I. Generation
Czech Republic,1997,male,15-24 years,136.00,865600,15.71,Czech Republic1997,,"61,792,161,168",6314,Generation X
Czech Republic,1997,female,55-74 years,106.00,1051400,10.08,Czech Republic1997,,"61,792,161,168",6314,Silent
Czech Republic,1997,female,35-54 years,134.00,1492200,8.98,Czech Republic1997,,"61,792,161,168",6314,Boomers
Czech Republic,1997,female,25-34 years,32.00,693900,4.61,Czech Republic1997,,"61,792,161,168",6314,Generation X
Czech Republic,1997,female,15-24 years,21.00,828400,2.54,Czech Republic1997,,"61,792,161,168",6314,Generation X
Czech Republic,1997,male,5-14 years,5.00,666600,0.75,Czech Republic1997,,"61,792,161,168",6314,Millenials
Czech Republic,1997,female,5-14 years,1.00,634800,0.16,Czech Republic1997,,"61,792,161,168",6314,Millenials
Czech Republic,1998,male,75+ years,127.00,173500,73.20,Czech Republic1998,,"66,490,372,105",6779,G.I. Generation
Czech Republic,1998,male,35-54 years,554.00,1487500,37.24,Czech Republic1998,,"66,490,372,105",6779,Boomers
Czech Republic,1998,male,55-74 years,277.00,845700,32.75,Czech Republic1998,,"66,490,372,105",6779,Silent
Czech Republic,1998,male,25-34 years,179.00,742300,24.11,Czech Republic1998,,"66,490,372,105",6779,Generation X
Czech Republic,1998,female,75+ years,65.00,354800,18.32,Czech Republic1998,,"66,490,372,105",6779,G.I. Generation
Czech Republic,1998,male,15-24 years,126.00,849600,14.83,Czech Republic1998,,"66,490,372,105",6779,Generation X
Czech Republic,1998,female,55-74 years,116.00,1053700,11.01,Czech Republic1998,,"66,490,372,105",6779,Silent
Czech Republic,1998,female,35-54 years,110.00,1490700,7.38,Czech Republic1998,,"66,490,372,105",6779,Boomers
Czech Republic,1998,female,15-24 years,31.00,813700,3.81,Czech Republic1998,,"66,490,372,105",6779,Generation X
Czech Republic,1998,female,25-34 years,20.00,710600,2.81,Czech Republic1998,,"66,490,372,105",6779,Generation X
Czech Republic,1998,male,5-14 years,5.00,659000,0.76,Czech Republic1998,,"66,490,372,105",6779,Millenials
Czech Republic,1998,female,5-14 years,3.00,627200,0.48,Czech Republic1998,,"66,490,372,105",6779,Millenials
Czech Republic,1999,male,75+ years,154.00,181079,85.05,Czech Republic1999,,"64,867,483,193",6606,G.I. Generation
Czech Republic,1999,male,55-74 years,302.00,860656,35.09,Czech Republic1999,,"64,867,483,193",6606,Silent
Czech Republic,1999,male,35-54 years,509.00,1488504,34.20,Czech Republic1999,,"64,867,483,193",6606,Boomers
Czech Republic,1999,male,25-34 years,173.00,761534,22.72,Czech Republic1999,,"64,867,483,193",6606,Generation X
Czech Republic,1999,female,75+ years,68.00,368195,18.47,Czech Republic1999,,"64,867,483,193",6606,G.I. Generation
Czech Republic,1999,male,15-24 years,144.00,824827,17.46,Czech Republic1999,,"64,867,483,193",6606,Generation X
Czech Republic,1999,female,55-74 years,94.00,1061220,8.86,Czech Republic1999,,"64,867,483,193",6606,Silent
Czech Republic,1999,female,35-54 years,107.00,1488619,7.19,Czech Republic1999,,"64,867,483,193",6606,Boomers
Czech Republic,1999,female,25-34 years,32.00,728994,4.39,Czech Republic1999,,"64,867,483,193",6606,Generation X
Czech Republic,1999,female,15-24 years,24.00,790478,3.04,Czech Republic1999,,"64,867,483,193",6606,Generation X
Czech Republic,1999,male,5-14 years,3.00,648214,0.46,Czech Republic1999,,"64,867,483,193",6606,Millenials
Czech Republic,1999,female,5-14 years,0.00,616895,0.00,Czech Republic1999,,"64,867,483,193",6606,Millenials
Czech Republic,2000,male,75+ years,137.00,187872,72.92,Czech Republic2000,0.821,"61,649,492,817",6278,G.I. Generation
Czech Republic,2000,male,35-54 years,546.00,1490793,36.62,Czech Republic2000,0.821,"61,649,492,817",6278,Boomers
Czech Republic,2000,male,55-74 years,294.00,875298,33.59,Czech Republic2000,0.821,"61,649,492,817",6278,Silent
Czech Republic,2000,male,25-34 years,174.00,783436,22.21,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
Czech Republic,2000,male,15-24 years,139.00,797534,17.43,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
Czech Republic,2000,female,75+ years,63.00,380114,16.57,Czech Republic2000,0.821,"61,649,492,817",6278,G.I. Generation
Czech Republic,2000,female,55-74 years,113.00,1069748,10.56,Czech Republic2000,0.821,"61,649,492,817",6278,Silent
Czech Republic,2000,female,35-54 years,120.00,1487345,8.07,Czech Republic2000,0.821,"61,649,492,817",6278,Boomers
Czech Republic,2000,female,25-34 years,26.00,751117,3.46,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
Czech Republic,2000,female,15-24 years,25.00,763848,3.27,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
Czech Republic,2000,male,5-14 years,8.00,631794,1.27,Czech Republic2000,0.821,"61,649,492,817",6278,Millenials
Czech Republic,2000,female,5-14 years,4.00,600843,0.67,Czech Republic2000,0.821,"61,649,492,817",6278,Millenials
Czech Republic,2001,male,75+ years,142.00,191730,74.06,Czech Republic2001,,"67,523,642,262",6863,Silent
Czech Republic,2001,male,35-54 years,558.00,1489505,37.46,Czech Republic2001,,"67,523,642,262",6863,Boomers
Czech Republic,2001,male,55-74 years,285.00,897842,31.74,Czech Republic2001,,"67,523,642,262",6863,Silent
Czech Republic,2001,male,25-34 years,172.00,809431,21.25,Czech Republic2001,,"67,523,642,262",6863,Generation X
Czech Republic,2001,male,15-24 years,133.00,779015,17.07,Czech Republic2001,,"67,523,642,262",6863,Millenials
Czech Republic,2001,female,75+ years,57.00,387754,14.70,Czech Republic2001,,"67,523,642,262",6863,Silent
Czech Republic,2001,female,35-54 years,129.00,1476998,8.73,Czech Republic2001,,"67,523,642,262",6863,Boomers
Czech Republic,2001,female,55-74 years,92.00,1084169,8.49,Czech Republic2001,,"67,523,642,262",6863,Silent
Czech Republic,2001,female,25-34 years,30.00,772655,3.88,Czech Republic2001,,"67,523,642,262",6863,Generation X
Czech Republic,2001,female,15-24 years,19.00,745082,2.55,Czech Republic2001,,"67,523,642,262",6863,Millenials
Czech Republic,2001,male,5-14 years,4.00,617745,0.65,Czech Republic2001,,"67,523,642,262",6863,Millenials
Czech Republic,2001,female,5-14 years,2.00,586157,0.34,Czech Republic2001,,"67,523,642,262",6863,Millenials
Czech Republic,2002,male,75+ years,140.00,196619,71.20,Czech Republic2002,,"81,910,771,994",8399,Silent
Czech Republic,2002,male,35-54 years,518.00,1458286,35.52,Czech Republic2002,,"81,910,771,994",8399,Boomers
Czech Republic,2002,male,55-74 years,282.00,921139,30.61,Czech Republic2002,,"81,910,771,994",8399,Silent
Czech Republic,2002,male,25-34 years,180.00,818936,21.98,Czech Republic2002,,"81,910,771,994",8399,Generation X
Czech Republic,2002,female,75+ years,67.00,395065,16.96,Czech Republic2002,,"81,910,771,994",8399,Silent
Czech Republic,2002,male,15-24 years,91.00,746413,12.19,Czech Republic2002,,"81,910,771,994",8399,Millenials
Czech Republic,2002,female,55-74 years,86.00,1105366,7.78,Czech Republic2002,,"81,910,771,994",8399,Silent
Czech Republic,2002,female,35-54 years,108.00,1451319,7.44,Czech Republic2002,,"81,910,771,994",8399,Boomers
Czech Republic,2002,female,25-34 years,30.00,788166,3.81,Czech Republic2002,,"81,910,771,994",8399,Generation X
Czech Republic,2002,female,15-24 years,26.00,714488,3.64,Czech Republic2002,,"81,910,771,994",8399,Millenials
Czech Republic,2002,male,5-14 years,5.00,592734,0.84,Czech Republic2002,,"81,910,771,994",8399,Millenials
Czech Republic,2002,female,5-14 years,1.00,563932,0.18,Czech Republic2002,,"81,910,771,994",8399,Millenials
Czech Republic,2003,male,75+ years,158.00,202317,78.10,Czech Republic2003,,"99,627,140,274",10220,Silent
Czech Republic,2003,male,35-54 years,572.00,1441293,39.69,Czech Republic2003,,"99,627,140,274",10220,Boomers
Czech Republic,2003,male,55-74 years,307.00,949402,32.34,Czech Republic2003,,"99,627,140,274",10220,Silent
Czech Republic,2003,male,25-34 years,206.00,842279,24.46,Czech Republic2003,,"99,627,140,274",10220,Generation X
